participantId,group,lecture_type,practice_type,source_file,trialId,responseId,responsePrompt,answer,duration,cleanedDuration,status,percentComplete
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,windowEvents,NA,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":9,""mouseup"":9,""resize"":0,""scroll"":5,""visibility"":0}",NA,NA,NA,NA
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,6,32714,32714,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,1,32714,32714,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,1,32714,32714,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,1,32714,32714,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,1,32714,32714,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_boring,This session has been boring,5,32714,32714,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_fun,This session has been fun,1,32714,32714,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,1,32714,32714,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,windowEvents,NA,"{""focus"":9,""input"":9,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":11,""mouseup"":12,""resize"":0,""scroll"":9,""visibility"":0}",NA,NA,NA,NA
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_any_study,NA,6,10540,10540,completed,100
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_dynamic_vis_study,NA,6,10540,10540,completed,100
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_statistics_study,NA,6,10540,10540,completed,100
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,futureInterestSurvey,windowEvents,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":35,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,14281,14281,completed,100
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",5,14281,14281,completed,100
