participantId,group,lecture_type,practice_type,status,percentComplete,correlation_n_items,slope_n_items,correlation_n_valid,slope_n_valid,correlation_n_extreme,slope_n_extreme,correlation_mean_abs_error,slope_mean_abs_error,correlation_median_abs_error,slope_median_abs_error,correlation_mean_abs_error_all,slope_mean_abs_error_all,correlation_median_abs_error_all,slope_median_abs_error_all,correlation_sign_error_rate,slope_sign_error_rate,choose_r_n_items,choose_r_score,choose_r_pct_correct,add_points_n_items,add_points_mean_n_points,add_points_pct_r_correct,add_points_mean_intended_delta_r,add_points_mean_final_r,add_points_mean_delta_r,add_points_mean_abs_delta_r,add_points_mean_final_slope,add_points_mean_delta_slope,add_points_mean_abs_delta_slope,add_points_pct_reached_negative_r,FutureInterest,MSI,TSI
58a5cf959e040a0001399f07,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.49624999999999997,0.16,0.39499999999999996,0.039999999999999925,0.49624999999999997,0.16,0.39499999999999996,0.039999999999999925,0.375,0,2,1,0.5,3,6,0.6666666666666666,0.13526666666666667,0.35563333333333336,-0.06546666666666662,0.1776666666666667,0.3073,-0.008299999999999984,0.15916666666666665,0,6,3.5,4.25
5e6439d24659d01c218bcbc9,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.13249999999999998,0.39142857142857146,0.09999999999999998,0.36,0.13249999999999998,0.39142857142857146,0.09999999999999998,0.36,0,0,2,1,0.5,3,6.666666666666667,0.6666666666666666,0.13113333333333332,0.25003333333333333,-0.17106666666666662,0.17106666666666662,0.22103333333333333,-0.09456666666666667,0.09596666666666666,0,4.666666666666667,1.5,1.375
62b9f3589e8d599c11a2f9fc,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.3775,0.1657,0.15,0.09999999999999998,0.3775,0.1657,0.15,0.09999999999999998,0.125,0,2,1,0.5,3,6,1,0.2556333333333333,0.2122666666666667,-0.2088333333333333,0.2556333333333333,0.15906666666666666,-0.15653333333333333,0.18506666666666666,1,5.333333333333333,5,5.125
6413bee5234ad46e9fc4ba75,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.13,0.11142857142857143,0.10999999999999996,0.09000000000000001,0.13,0.11142857142857143,0.10999999999999996,0.09000000000000001,0,0,2,1,0.5,3,6,1,0.2504,0.2135,-0.20759999999999998,0.322,0.17853333333333335,-0.13706666666666664,0.26739999999999997,0,6,4.75,5.125
660db7a0e45001b3e976309e,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.52875,0.18857142857142856,0.27,0.19999999999999996,0.52875,0.18857142857142856,0.27,0.19999999999999996,0.25,0,2,1,0.5,3,6,1,0.36926666666666663,0.19963333333333333,-0.22146666666666662,0.36926666666666663,0.16180000000000003,-0.1538,0.27493333333333336,1,6,4,4.25
66632c96e56c2cc87923bf78,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.4025,0.38285714285714284,0.32,0.33,0.4025,0.38285714285714284,0.32,0.33,0,0,2,1,0.5,3,6,0.6666666666666666,0.11743333333333333,0.2886,-0.13249999999999998,0.13249999999999998,0.19183333333333333,-0.12376666666666666,0.12376666666666666,0,4.666666666666667,3.75,4.125
66abc79f0812c1f89a25adfb,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.10374999999999998,0.06785714285714287,0.09999999999999998,0.03999999999999998,0.10374999999999998,0.06785714285714287,0.09999999999999998,0.03999999999999998,0,0,2,1,0.5,3,6,1,0.32556666666666667,0.3564,-0.06469999999999997,0.32556666666666667,0.21459999999999999,-0.101,0.23826666666666665,0,6,5.25,5.625
67204af156acf704058c6e66,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.20375,0.3242857142857143,0.18,0.25,0.20375,0.3242857142857143,0.18,0.25,0,0,2,1,0.5,3,6,1,0.27090000000000003,0.3056666666666667,-0.1154333333333333,0.3243666666666667,0.25196666666666667,-0.06363333333333333,0.2619,0,4.666666666666667,3.5,4
6941f12abe152014b1fc152a,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.105,0.12857142857142856,0.09999999999999998,0.09999999999999998,0.105,0.12857142857142856,0.09999999999999998,0.09999999999999998,0,0,2,1,0.5,3,6.666666666666667,0.6666666666666666,-0.057533333333333346,0.3275666666666667,-0.09353333333333329,0.4447333333333333,0.24849999999999997,-0.06709999999999998,0.42529999999999996,0,6,4.25,5.125
697923c3e017b9ae8d36422f,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.33,0.36,0.295,0.19999999999999996,0.33,0.36,0.295,0.19999999999999996,0.125,0.14285714285714288,2,1,0.5,3,6.333333333333333,0.6666666666666666,0.01363333333333333,0.48633333333333334,0.06523333333333334,0.11089999999999998,0.3703666666666667,0.05476666666666667,0.12403333333333333,0,2,1,1
69838c967c78c6ef18426fba,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.435,0.4114285714285714,0.4,0.4,0.435,0.4114285714285714,0.4,0.4,0,0.28571428571428575,2,1,0.5,3,6,0.33333333333333337,0.07136666666666666,0.6195999999999999,0.1985,0.1985,0.6185666666666667,0.30296666666666666,0.30296666666666666,0,1,1,1
69a1a10db5dd5cc2b0fd9120,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.17375000000000002,0.10285714285714284,0.17000000000000004,0.09999999999999998,0.17375000000000002,0.10285714285714284,0.17000000000000004,0.09999999999999998,0,0,2,2,1,3,6,1,0.2416333333333333,0.47833333333333333,0.05723333333333335,0.2416333333333333,0.3944333333333333,0.07883333333333332,0.22643333333333332,0,6,5,5.75
69a273aa8ea44b93a7c318fa,PP,PlotWise,PlotWise,in progress,100,8,7,8,7,0,0,0.24000000000000005,0.16285714285714287,0.26500000000000007,0.16000000000000003,0.24000000000000005,0.16285714285714287,0.26500000000000007,0.16000000000000003,0,0,2,1,0.5,3,6.333333333333333,1,0.3918333333333333,0.07793333333333333,-0.3431666666666667,0.3918333333333333,0.07883333333333334,-0.23676666666666663,0.39796666666666664,1,5.666666666666667,6,4.75
69d42f9c4bd9803351e64126,PP,PlotWise,PlotWise,completed,100,8,7,8,5,0,2,0.495,0.178,0.33999999999999997,0.07,0.495,22.79714285714286,0.33999999999999997,0.09999999999999998,0.25,0,2,1,0.5,3,6,0.6666666666666666,0.18513333333333334,0.2879,-0.13319999999999999,0.2969333333333333,0.13083333333333333,-0.1847666666666667,0.32043333333333335,1,4.666666666666667,4.5,4.125
69d6384637b632d34190012d,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.27499999999999997,0.46142857142857147,0.27999999999999997,0.44999999999999996,0.27499999999999997,0.46142857142857147,0.27999999999999997,0.44999999999999996,0,0,2,2,1,3,6,1,0.2650333333333333,0.19706666666666664,-0.2240333333333333,0.2650333333333333,0.15816666666666668,-0.15743333333333331,0.18956666666666666,0,6,6,6
69e5784c8279ec7791f5c7c2,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.2975,0.22857142857142856,0.25,0.2,0.2975,0.22857142857142856,0.25,0.2,0,0,2,1,0.5,3,7.333333333333333,1,0.10333333333333332,0.4547,0.033600000000000005,0.10333333333333332,0.39513333333333334,0.07953333333333334,0.11340000000000001,0,5.333333333333333,2.75,3
69e69bafa189bbf97f972a9a,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.10250000000000004,0.21142857142857144,0.11500000000000005,0.13999999999999999,0.10250000000000004,0.21142857142857144,0.11500000000000005,0.13999999999999999,0,0,2,1,0.5,3,6,0.6666666666666666,0.07953333333333333,0.3219,-0.09919999999999997,0.09919999999999997,0.24680000000000002,-0.06879999999999999,0.06879999999999999,0,6,5.75,6
69e8b8d3a88ba7b372cefe9f,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.5800000000000001,0.14428571428571427,0.5449999999999999,0.09999999999999998,0.5800000000000001,0.14428571428571427,0.5449999999999999,0.09999999999999998,0.5,0,2,1,0.5,3,6,1,0.3867333333333333,0.0561,-0.365,0.3867333333333333,0.024300000000000006,-0.2913,0.30490000000000006,1,5.666666666666667,4.25,4.875
69ed0abf57b9596c4f695608,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.265,0.46,0.275,0.20000000000000007,0.265,0.46,0.275,0.20000000000000007,0,0.14285714285714288,2,1,0.5,3,6.333333333333333,1,0.0897,0.40253333333333335,-0.01856666666666662,0.0897,0.3500333333333333,0.03443333333333333,0.0711,0,6,3.75,5.375
69ed3447bad8df1a3928ef2e,PP,PlotWise,PlotWise,completed,100,8,7,8,7,0,0,0.12,0.12142857142857143,0.12,0.03999999999999998,0.12,0.12142857142857143,0.12,0.03999999999999998,0,0,2,1,0.5,3,6,1,0.2291,0.3716,-0.04949999999999997,0.2291,0.3091,-0.006499999999999996,0.1848333333333333,0,6,4.5,4.5
